trip_duration_min,is_peak_time,distance_km,neighborhood_type,base_rate_multiplier,trip_fare
17,No,,Residential,0.80,12.89
20,Yes,6,Rural,1.11,14.11
10,Yes,10,Business,1.03,15.79
20,No,6,Residential,1.36,13.51
17,No,3,Residential,1.35,10.39
15,Yes,2,Business,1.05,10.03
,No,5,Airport,0.80,13.11
15,No,7,Residential,1.25,13.94
18,No,6,Residential,1.17,12.69
15,No,3,Residential,1.52,11.19
18,No,4,Airport,1.24,13.13
12,Yes,2,Business,1.52,10.02
15,No,3,Business,1.14,10.02
29,No,6,Business,1.03,15.14
12,No,3,Rural,1.40,10.61
11,No,,Business,0.99,12.04
13,Yes,7,Business,1.28,14.79
9,No,3,Residential,1.12,9.17
15,No,3,Residential,1.33,10.01
22,No,6,Business,1.23,13.57
18,No,1,Business,1.28,10.00
24,No,,Residential,1.20,13.03
12,No,8,Airport,1.30,15.29
13,No,3,Rural,1.10,10.23
20,No,10,Residential,1.57,16.92
12,No,,Rural,1.30,14.18
20,,3,Business,0.99,11.20
10,No,1,Business,1.16,8.31
,No,1,Rural,,8.37
26,Yes,6,Business,1.09,14.71
16,No,2,Rural,1.39,10.87
21,Yes,6,Business,1.11,14.20
17,No,4,Business,1.13,11.21
13,,6,,1.22,13.38
24,Yes,7,Business,1.28,15.47
4,Yes,5,Business,1.18,11.81
13,No,8,Rural,1.11,14.38
11,No,6,Business,1.71,12.41
19,No,5,Rural,1.33,13.96
24,Yes,3,Residential,1.54,12.62
16,,,Residential,1.11,12.27
18,Yes,8,Business,1.05,15.33
21,No,3,Airport,1.28,12.69
13,No,9,Residential,1.07,15.11
20,No,6,Residential,1.45,13.90
3,No,6,Business,0.86,8.92
9,Yes,4,Residential,0.99,11.05
19,No,8,Airport,,15.86
18,No,,Business,,13.33
8,No,6,Airport,1.42,13.52
14,No,4,,1.21,12.64
12,Yes,1,Rural,1.30,10.21
14,No,5,Rural,1.60,12.82
11,No,3,Rural,1.45,10.65
13,No,5,Business,1.27,12.30
24,Yes,7,,1.21,15.94
16,No,4,Residential,0.83,9.85
10,No,3,Residential,0.92,9.21
19,No,6,Rural,1.18,13.05
3,No,9,Residential,1.17,12.64
4,No,2,Residential,,7.73
19,No,13,Residential,1.36,18.74
23,Yes,3,Business,1.09,12.70
,No,8,Rural,1.23,15.80
22,No,6,Residential,1.17,14.09
18,Yes,2,Residential,0.97,10.76
,No,4,Rural,1.14,11.29
14,No,1,Rural,1.20,9.40
21,No,3,Business,1.09,11.06
15,No,2,Business,0.80,9.27
14,No,4,Business,1.25,10.51
11,,2,Business,1.37,9.32
20,No,3,Residential,1.29,11.97
34,No,5,Rural,1.42,15.14
16,No,9,Business,1.09,14.79
18,No,2,Business,1.07,10.52
15,Yes,4,Business,1.04,11.66
19,No,3,Residential,1.05,11.37
24,No,3,Residential,1.33,10.77
7,Yes,7,Residential,,12.30
11,No,4,Business,1.65,10.90
6,No,1,Business,1.08,7.88
21,No,3,Business,1.31,12.02
16,No,6,Business,1.15,13.22
10,Yes,4,Rural,0.80,11.10
26,No,5,Business,1.25,13.61
9,Yes,9,Business,1.28,15.37
10,,5,Residential,1.49,11.38
27,Yes,1,Business,,11.89
18,No,,Airport,1.02,12.85
25,Yes,1,Business,1.37,11.37
24,Yes,1,Residential,1.35,11.30
9,No,3,Business,,9.09
14,No,6,Business,1.04,12.16
17,No,2,Business,1.61,11.27
17,No,4,Rural,1.20,12.15
6,No,8,Business,0.80,12.18
10,No,6,Business,1.14,11.55
17,Yes,3,Residential,1.55,12.08
11,Yes,8,Business,1.28,14.32
19,Yes,6,Residential,1.18,13.49
19,No,3,,1.18,12.13
12,No,6,Business,1.35,12.17
11,No,3,Business,1.35,9.63
7,Yes,7,Rural,1.19,12.72
26,Yes,3,Business,0.99,12.81
10,Yes,5,Residential,1.44,12.19
13,No,8,Residential,0.96,13.43
20,No,3,Business,1.02,10.97
18,No,3,,1.12,12.73
11,No,5,,1.23,11.67
15,No,7,Residential,1.03,13.36
13,No,6,Business,0.90,12.56
,No,4,Residential,1.00,10.69
15,Yes,6,Business,,14.22
,No,6,Residential,1.28,13.34
21,Yes,6,Business,1.42,15.16
18,No,9,Airport,1.21,16.65
10,Yes,9,,0.82,13.85
21,No,5,Airport,1.15,14.15
4,Yes,6,Airport,1.11,13.04
7,No,6,Airport,,13.41
10,No,11,Business,1.32,16.36
21,No,5,Rural,1.43,13.46
24,No,3,Rural,1.16,12.44
8,Yes,7,Residential,0.94,11.96
16,Yes,2,Residential,1.26,11.04
15,Yes,1,Rural,1.10,10.01
9,Yes,6,Rural,1.36,13.60
16,No,6,Business,,12.76
12,No,9,Airport,1.14,15.78
10,Yes,3,Residential,1.33,11.60
20,No,7,Business,1.27,15.07
12,Yes,6,Business,1.14,13.68
21,No,7,Business,1.38,14.57
13,No,4,Business,0.99,11.20
15,No,5,Business,1.38,12.24
9,No,2,Business,1.58,9.65
19,No,,Residential,0.99,17.05
8,Yes,11,Business,1.16,16.27
9,Yes,7,Rural,1.20,13.96
6,No,1,Residential,1.47,7.97
17,No,12,,1.37,17.74
17,,9,Business,1.36,16.18
,Yes,8,Rural,1.27,16.97
22,No,6,Business,1.56,14.72
19,Yes,4,Business,,12.92
8,No,5,Airport,1.14,11.71
14,Yes,6,Residential,1.24,13.75
4,,7,Airport,1.01,13.84
19,No,7,Residential,1.30,13.72
11,No,2,Rural,1.24,9.58
18,No,5,Business,1.55,13.20
19,No,3,Business,1.29,11.63
16,No,5,Business,1.38,12.22
20,Yes,3,Business,1.02,11.63
11,No,3,Business,1.07,9.52
21,No,4,Business,1.22,12.22
10,No,2,Residential,1.10,8.29
23,No,2,Airport,1.18,14.10
7,No,6,Business,0.80,11.80
21,Yes,6,Residential,1.23,14.35
6,No,,Business,1.47,10.80
5,Yes,6,Business,1.34,11.88
23,Yes,8,Business,1.32,16.42
9,Yes,3,Rural,1.32,11.29
21,Yes,8,Airport,1.01,17.26
20,Yes,4,Rural,1.05,13.27
16,No,6,Residential,0.97,12.28
20,No,6,,1.24,13.10
13,No,7,Residential,1.50,14.03
,No,3,Business,1.14,11.02
21,No,7,Rural,,14.60
21,Yes,1,Rural,1.09,11.71
11,No,,Business,1.38,14.28
24,No,5,Residential,0.89,13.36
5,,4,Business,1.16,9.76
13,,1,Business,1.37,9.26
11,No,,Residential,0.95,11.41
13,No,4,Residential,1.03,11.30
21,No,1,Business,1.16,10.53
9,No,4,Residential,0.95,10.10
15,No,4,Residential,1.29,11.68
16,No,7,Residential,0.97,12.62
14,Yes,5,Residential,1.12,11.85
15,Yes,,,0.98,12.44
14,Yes,7,Rural,1.16,14.27
16,No,6,Business,1.30,12.74
21,Yes,8,Rural,,17.06
,No,2,Business,0.98,7.21
11,No,6,Residential,1.06,11.92
10,No,1,Airport,1.02,9.39
16,No,6,Airport,1.15,13.78
11,No,1,Business,,8.60
14,No,5,Business,1.26,12.38
30,No,5,Business,,15.07
15,No,2,Residential,1.03,8.57
15,No,6,Rural,1.14,13.97
14,No,1,Residential,1.64,8.94
17,No,1,Business,1.45,9.37
20,Yes,1,Residential,1.14,10.76
23,Yes,,Business,1.00,16.08
21,No,,Residential,1.10,14.80
12,Yes,6,,,14.21
7,Yes,3,Business,1.16,9.85
13,No,6,Residential,1.00,11.66
25,No,4,Business,1.13,12.47
24,Yes,2,Business,1.29,12.24
19,No,4,Residential,1.12,11.15
16,No,4,Rural,0.93,11.13
19,No,,Business,1.07,12.74
17,No,3,Rural,1.13,11.36
12,No,6,Rural,1.29,12.66
20,No,4,Rural,1.51,13.02
5,Yes,6,Residential,1.28,13.04
13,No,6,Rural,1.31,12.05
30,No,5,Business,1.51,14.92
20,No,6,Business,1.61,13.86
11,Yes,1,Rural,0.99,9.28
21,No,2,Business,1.31,10.35
12,No,8,Airport,1.21,14.79
16,No,3,Airport,1.33,11.74
23,No,1,,1.64,12.39
14,No,7,Residential,1.14,12.88
28,Yes,6,Business,1.14,16.25
16,No,8,Rural,1.06,14.14
21,No,5,Residential,1.13,12.83
18,Yes,7,Business,0.80,14.94
4,Yes,8,Residential,1.18,12.65
,No,3,Residential,1.13,10.55
27,No,10,Business,1.27,18.71
21,Yes,8,Rural,1.17,16.19
12,No,5,Rural,,12.63
15,No,4,Business,1.10,10.82
17,Yes,7,Rural,1.36,14.76
24,No,7,Airport,1.71,17.06
20,Yes,5,Residential,1.16,13.30
19,No,7,Business,1.25,13.42
25,Yes,6,Rural,0.91,14.79
18,No,,Business,1.00,13.99
22,Yes,2,Business,1.30,11.48
15,No,6,Airport,1.24,14.33
10,Yes,2,Residential,0.92,9.36
17,,5,Residential,1.07,12.01
18,No,6,Residential,1.11,12.95
14,Yes,4,Business,1.01,11.97
19,No,3,Business,1.04,10.82
25,No,21,Business,1.51,31.49
12,No,,Business,,9.09
11,Yes,8,Residential,1.20,14.16
21,No,7,Residential,1.47,14.95
4,No,6,Airport,1.23,12.83
13,Yes,4,Airport,0.92,13.28
9,No,6,Business,1.18,11.65
8,No,5,Business,1.08,10.39
12,Yes,6,Residential,1.24,13.47
19,Yes,4,Residential,1.13,12.25
11,Yes,2,Business,,9.58
16,No,7,Residential,1.47,13.77
19,Yes,5,Residential,1.05,13.28
15,Yes,5,Residential,1.21,13.60
21,No,7,Business,0.93,14.16
22,No,12,Business,1.01,18.00
19,Yes,6,Residential,1.16,14.58
3,Yes,6,Airport,1.36,14.27
19,No,2,Residential,0.89,8.92
16,No,7,Airport,0.86,14.84
6,No,5,Rural,1.27,11.10
11,,6,Rural,1.06,13.10
16,No,3,Airport,0.97,11.65
19,No,5,Rural,0.93,12.90
27,Yes,,Business,0.87,16.94
12,No,2,Rural,0.88,9.01
14,No,10,Residential,1.15,15.03
12,No,3,Residential,1.62,9.77
15,No,7,Business,1.40,13.31
12,No,7,Rural,0.97,12.83
7,No,4,Residential,1.27,9.98
15,Yes,6,Business,1.10,13.13
9,Yes,4,Rural,1.11,12.31
13,No,,Residential,0.91,11.26
18,No,5,Business,1.43,13.10
19,No,3,,1.11,12.65
15,Yes,1,Business,1.01,9.71
30,No,8,Business,0.80,16.46
13,No,,Residential,1.08,13.73
26,No,9,Rural,,17.40
21,No,3,Residential,1.02,11.50
17,No,12,Airport,1.34,18.40
11,No,7,Residential,1.20,12.50
9,No,2,Residential,1.75,9.49
15,Yes,2,Residential,1.46,10.50
28,Yes,3,Business,1.10,13.49
18,No,3,,1.41,11.60
11,No,1,Residential,0.80,7.98
29,No,4,Rural,0.80,14.09
10,No,7,Residential,1.38,12.26
14,No,3,Rural,1.21,10.25
15,,3,Residential,1.10,10.91
29,,6,Rural,1.33,15.53
25,No,9,Rural,,16.71
17,No,7,Airport,0.98,14.45
,No,1,Residential,1.21,7.64
17,No,3,Business,1.54,11.20
16,Yes,3,Residential,1.11,10.64
21,No,2,Rural,0.80,10.57
4,No,6,Residential,1.35,11.37
24,,4,Business,1.29,11.96
9,No,3,Rural,1.27,10.69
11,No,5,Rural,1.21,11.99
14,Yes,,Residential,1.18,14.43
13,Yes,,Residential,1.40,13.84
26,No,8,Rural,1.40,16.26
15,No,7,Business,1.49,14.53
3,No,2,Business,,8.81
21,No,4,Airport,1.47,14.30
12,No,2,Residential,1.13,9.15
25,No,7,Residential,0.80,14.32
23,No,4,Business,1.06,12.23
10,Yes,6,Business,1.08,13.23
17,No,,Business,1.34,12.94
5,No,5,Residential,1.14,9.47
24,,2,Business,1.34,11.46
3,Yes,4,Residential,,10.29
18,Yes,1,Business,1.16,10.32
19,No,3,Residential,1.26,11.34
12,No,5,Residential,0.94,11.08
18,Yes,7,Business,0.96,14.99
20,No,5,Rural,1.00,12.93
18,No,6,Residential,1.33,12.90
12,No,7,,0.86,12.43
,No,2,Rural,1.15,13.10
23,No,3,Residential,1.03,11.14
25,No,3,Business,0.97,10.82
3,No,7,Residential,1.27,12.39
10,Yes,5,Business,1.26,12.58
10,No,4,Rural,1.08,11.18
15,Yes,8,Rural,1.03,15.20
24,Yes,1,Residential,1.26,11.39
13,No,5,Residential,0.97,11.69
17,No,5,Business,1.18,12.30
7,No,5,Business,1.14,10.51
12,No,7,Rural,1.05,13.54
16,No,3,Residential,1.27,10.61
15,No,3,Residential,1.14,10.69
21,Yes,5,Rural,1.04,13.67
16,Yes,1,Residential,1.19,10.32
12,Yes,8,Business,,13.93
17,No,7,Residential,1.15,13.20
16,No,3,Rural,1.06,11.17
22,No,2,Business,1.22,10.69
25,No,2,Residential,0.96,10.66
12,No,10,,0.91,15.68
24,No,3,Residential,0.94,11.72
27,No,4,Business,1.20,13.19
6,No,7,Airport,1.25,13.74
14,Yes,5,Business,0.99,12.23
22,Yes,8,Business,1.15,16.66
,Yes,6,Business,1.56,14.58
8,Yes,1,Business,1.08,8.92
23,No,5,Residential,1.52,13.75
18,No,3,Business,1.47,12.38
14,No,5,Business,1.06,12.05
10,No,7,Business,0.80,12.05
3,Yes,7,Rural,1.06,12.40
18,No,9,Business,1.33,15.50
,No,7,Business,0.80,13.45
17,No,7,Residential,1.42,13.82
18,Yes,8,Residential,1.29,15.15
21,No,5,Residential,1.32,13.40
21,Yes,4,Airport,1.22,14.34
16,No,5,Rural,1.07,12.14
14,No,11,Business,0.91,20.55
9,No,2,Airport,1.22,10.18
15,No,,Business,1.32,11.36
15,No,2,Rural,,10.76
18,Yes,4,Business,1.35,12.73
22,No,10,Residential,1.17,16.75
21,No,,Rural,1.14,13.77
24,No,7,Rural,1.19,14.71
,Yes,1,Residential,1.07,8.90
,Yes,1,Rural,1.28,10.71
14,No,4,Residential,1.34,11.60
24,No,6,,1.31,13.88
20,Yes,1,Residential,1.56,11.59
15,No,7,Airport,1.06,14.14
16,Yes,5,Residential,1.36,13.37
,Yes,5,Residential,1.26,13.79
8,Yes,1,Residential,1.04,8.65
28,No,1,Residential,1.22,10.71
15,,,Rural,1.18,11.41
6,No,4,Business,1.16,9.03
18,No,4,Rural,1.33,12.72
25,No,6,Rural,1.51,15.10
20,No,3,Rural,1.09,10.79
26,,4,Business,0.80,12.30
23,No,6,Rural,1.30,14.05
10,Yes,6,Residential,1.38,12.66
15,No,4,Business,1.14,11.32
12,No,6,Rural,1.43,12.68
16,Yes,4,Business,0.80,12.46
22,No,2,Residential,1.04,10.36
27,No,8,Business,,17.70
14,No,6,Residential,1.07,12.49
10,No,3,Rural,1.48,11.00
27,No,2,Residential,1.16,11.32
9,,3,Business,1.11,10.45
36,No,5,Residential,1.32,15.65
,No,3,Residential,1.38,9.94
12,No,5,Rural,1.32,12.01
,,6,Business,0.93,11.84
,Yes,6,Business,1.20,12.10
10,No,9,Business,1.23,15.14
12,No,6,Business,0.81,12.13
18,No,6,Business,1.53,14.69
9,No,5,Residential,1.21,11.11
19,No,2,Airport,1.48,12.08
12,No,4,Airport,0.96,12.14
11,Yes,6,Business,1.12,13.15
13,No,14,Residential,0.96,22.02
16,No,1,Residential,1.65,10.55
14,Yes,3,Residential,0.83,10.72
15,No,1,,1.24,8.94
22,No,8,Rural,1.39,16.21
6,No,11,Business,1.31,16.06
12,Yes,28,Business,0.97,30.75
13,No,9,Rural,1.20,15.15
18,No,6,Residential,1.43,13.22
10,No,5,Residential,1.19,11.50
24,No,8,Rural,1.21,16.40
10,No,5,Rural,,11.84
5,No,7,Residential,1.45,11.86
5,No,10,Rural,1.47,15.19
6,Yes,5,Airport,1.04,12.04
22,,8,Residential,1.02,13.93
22,Yes,4,Rural,1.00,12.76
21,No,2,Business,1.10,10.38
14,No,5,Rural,1.02,12.36
10,No,2,Residential,0.86,7.71
13,Yes,4,Airport,1.60,14.25
10,Yes,3,,,10.19
11,Yes,5,Business,1.13,12.41
9,,8,Residential,1.41,13.48
16,No,6,Residential,1.50,13.71
17,No,7,Business,1.00,13.33
17,Yes,,Rural,1.11,15.94
23,No,7,Residential,1.14,14.37
17,No,5,Residential,1.19,12.03
15,No,6,Rural,1.38,13.74
,Yes,3,Rural,,12.89
24,No,3,Residential,1.34,11.89
25,No,4,Business,1.05,12.99
14,No,6,Rural,1.49,13.31
17,No,4,Business,1.17,12.34
6,No,3,Residential,0.80,8.96
19,No,9,Business,1.00,15.17
7,Yes,5,Rural,1.25,12.09
21,No,4,Business,1.23,11.89
11,Yes,12,Rural,1.41,17.81
13,No,6,Business,1.09,12.27
10,No,5,Business,1.58,11.49
18,No,10,Rural,1.44,16.13
19,No,8,Business,1.22,14.22
7,No,6,Rural,0.81,11.80
14,Yes,4,Business,1.02,11.88
16,Yes,4,Residential,1.10,10.73
21,No,6,Residential,1.17,12.72
12,Yes,6,Residential,1.25,12.97
30,,5,Residential,0.80,13.26
,No,10,Business,1.35,17.58
11,Yes,6,Business,1.01,12.98
24,Yes,5,Business,1.39,14.17
15,Yes,8,Rural,1.39,15.79
5,No,7,Rural,0.87,11.52
7,,7,Residential,1.26,12.55
19,No,6,Residential,1.31,13.30
16,No,1,Business,1.39,9.13
21,No,4,Business,1.34,12.89
26,No,5,,1.02,12.44
14,Yes,4,Rural,1.23,12.82
29,Yes,2,Residential,1.25,12.98
5,Yes,7,Business,1.23,12.23
11,Yes,7,Residential,0.94,12.86
25,,5,Rural,1.55,14.84
15,No,12,Airport,1.21,18.30
26,No,5,Residential,1.12,12.84
7,No,8,Business,1.04,13.03
21,No,4,Airport,0.92,13.24
24,Yes,5,Residential,1.03,14.14
,Yes,5,Rural,1.17,14.41
8,No,8,Business,1.33,13.75
15,Yes,4,Business,1.37,12.27
9,No,6,Residential,1.04,10.82
14,No,7,Business,1.12,13.68
22,,8,Residential,1.23,15.15
8,No,6,Residential,1.02,11.48
22,No,,Business,0.98,11.73
5,Yes,8,Residential,1.13,12.60
15,No,10,Rural,1.19,15.83
18,No,3,Business,1.07,11.29
23,,8,Business,1.14,15.63
10,,4,Business,1.00,11.26
24,No,4,Rural,1.41,13.68
,No,1,Rural,1.14,10.41
13,Yes,9,Business,1.32,16.13
20,Yes,4,Airport,1.22,14.63
3,Yes,5,Business,1.30,11.26
10,Yes,4,Rural,1.26,12.00
19,No,5,Residential,1.01,11.84
18,Yes,6,Residential,1.48,14.08
9,Yes,6,Airport,0.99,13.70
16,No,6,Airport,1.33,13.33
22,No,7,Residential,1.12,13.91
14,No,3,Residential,1.07,10.34
20,No,5,Business,1.11,11.84
16,Yes,6,Residential,1.31,13.67
21,No,6,Business,1.24,13.60
13,No,7,Rural,0.80,13.46
11,Yes,8,Residential,1.08,13.90
24,Yes,8,Residential,1.00,16.27
10,Yes,5,Residential,1.10,12.19
,Yes,4,Business,1.08,13.37
16,No,1,Airport,1.16,10.26
18,No,1,Rural,1.16,10.63
19,No,7,Business,1.43,14.66
14,,1,Residential,1.69,10.65
18,No,6,Residential,,12.76
5,No,1,Residential,1.77,8.45
10,No,4,Business,1.15,9.78
26,Yes,7,Business,1.17,15.98
14,Yes,4,Business,1.00,11.30
,No,6,Residential,1.21,13.10
18,Yes,1,Residential,1.37,9.87
11,No,5,Residential,1.12,11.52
28,No,11,Business,1.01,19.06
24,No,6,Airport,1.11,14.64
17,Yes,4,Business,0.94,12.58
16,No,4,Business,1.23,11.01
15,No,1,Rural,1.15,9.59
12,No,8,Residential,0.80,12.90
,No,9,Business,1.35,13.67
15,Yes,4,Residential,1.06,12.09
11,No,3,Residential,1.34,9.78
8,Yes,3,Business,1.68,11.12
12,No,2,Business,0.93,8.58
21,No,2,Business,1.19,10.90
15,Yes,7,Residential,1.34,14.60
7,No,3,Residential,1.41,9.49
16,No,5,Residential,0.91,11.53
13,No,9,Rural,1.29,16.43
11,Yes,6,Residential,1.56,13.16
12,No,3,Business,1.30,10.37
12,Yes,5,Airport,1.26,13.48
24,Yes,7,Residential,1.34,15.90
8,,,Business,1.08,9.64
3,No,2,Residential,,6.76
19,,5,Residential,1.33,12.92
11,No,1,Rural,0.81,8.36
,No,5,Airport,1.22,12.19
16,No,7,Business,1.43,14.02
,Yes,5,Rural,0.83,12.75
24,No,3,Rural,1.23,12.10
25,No,,Business,,15.71
33,No,5,Business,1.12,14.36
4,No,1,Airport,1.19,8.64
9,No,6,Residential,1.19,11.70
19,No,7,Business,1.29,15.00
3,No,6,Rural,1.01,11.21
18,Yes,7,Business,1.21,14.70
17,Yes,2,Rural,1.18,11.03
23,Yes,4,Airport,1.09,14.43
12,No,6,Rural,1.26,12.52
11,Yes,6,Business,1.24,13.70
,No,4,Business,1.02,9.87
,No,4,Rural,1.19,11.91
24,Yes,5,Business,1.16,13.59
16,No,8,Business,1.29,14.77
15,Yes,6,Residential,1.49,13.61
16,Yes,6,Rural,1.21,14.38
20,Yes,5,Rural,1.06,14.17
4,Yes,1,Airport,1.44,10.66
7,No,7,Rural,1.49,13.48
14,Yes,6,Rural,1.01,13.17
10,No,5,Business,0.82,11.39
15,No,1,Business,1.25,9.69
,No,5,Business,1.00,10.32
14,Yes,2,Residential,1.23,10.18
11,,8,Rural,1.69,14.55
8,No,6,Rural,1.04,11.65
8,Yes,3,Rural,1.26,10.51
12,No,5,Business,1.18,11.88
13,No,4,Business,1.12,10.11
16,No,,Business,1.55,14.51
16,No,2,Residential,1.15,9.99
3,No,3,Rural,1.07,8.12
19,Yes,,Business,0.80,13.38
8,Yes,2,Residential,1.02,9.26
14,No,1,Residential,1.47,9.01
23,Yes,4,Residential,0.90,12.48
6,No,8,Business,1.51,13.07
14,Yes,5,Residential,1.24,12.13
19,Yes,5,Airport,1.10,14.72
3,No,6,Business,1.26,11.10
3,No,2,Business,1.17,7.20
15,No,3,Residential,0.80,10.05
14,Yes,4,Business,1.19,11.32
13,No,5,Residential,1.32,11.40
22,Yes,3,Residential,1.11,11.87
10,No,7,Residential,0.80,11.26
19,No,4,Business,1.26,12.31
23,No,4,Business,1.02,11.77
8,No,7,Airport,1.12,13.98
15,No,5,,1.02,11.33
,Yes,8,Residential,0.89,16.39
21,Yes,4,Residential,1.40,12.73
18,Yes,4,Airport,1.40,13.57
15,Yes,8,Residential,0.94,14.77
14,,3,Business,1.64,10.69
,No,9,Airport,1.30,23.82
13,No,1,Business,0.95,8.01
16,Yes,3,Rural,1.10,12.48
8,No,1,Business,1.27,8.81
21,No,8,Business,1.24,16.03
9,No,5,Airport,1.29,12.84
15,Yes,9,Airport,1.52,18.73
11,No,6,Business,1.47,12.46
14,,1,Business,0.93,8.61
14,Yes,2,Airport,1.29,12.05
14,Yes,2,Rural,1.38,10.89
,No,7,,,14.90
17,No,8,Residential,1.34,15.18
17,No,8,Business,1.28,14.95
3,No,1,Residential,1.13,6.45
18,Yes,3,Rural,1.20,13.28
4,,11,Business,0.95,14.64
8,No,3,Airport,1.29,11.04
4,No,4,Residential,1.63,9.62
15,No,5,Residential,1.24,11.62
6,No,1,,1.44,8.58
16,Yes,5,Business,1.58,13.94
15,No,6,,1.25,14.53
22,No,7,Rural,1.47,15.35
10,Yes,1,Business,0.93,8.18
13,No,3,Business,1.13,10.71
16,Yes,4,,1.04,11.91
10,No,7,,1.19,11.97
19,No,5,Business,1.18,12.96
22,No,5,Business,1.35,13.16
17,,3,Residential,1.24,11.33
17,Yes,6,Business,1.01,13.70
21,Yes,5,Rural,1.04,14.04
22,Yes,,Airport,1.01,14.91
15,No,6,Business,1.30,13.64
21,No,3,Residential,1.41,10.87
13,No,7,Business,1.20,13.57
9,Yes,7,Airport,1.40,15.44
7,No,2,Airport,1.37,9.84
18,No,4,Residential,0.87,10.65
16,Yes,5,Residential,,12.86
19,No,5,Airport,1.06,13.67
23,Yes,5,Business,,14.40
24,No,7,Residential,1.08,13.98
10,No,7,Residential,1.05,12.43
14,No,4,Residential,1.14,11.13
20,Yes,3,Airport,1.54,13.75
14,Yes,7,Residential,0.95,13.70
22,Yes,1,Residential,0.96,10.12
21,No,1,Rural,1.39,10.53
20,No,4,Airport,1.26,13.13
20,No,8,Rural,1.19,16.81
22,,7,Business,1.28,15.74
13,No,8,Rural,1.20,14.33
14,Yes,5,Business,1.08,12.34
22,Yes,5,Business,0.86,13.47
19,Yes,5,Residential,1.20,13.23
17,No,5,Residential,1.56,12.86
20,No,5,Business,1.16,13.26
17,No,6,Residential,1.44,12.32
15,No,9,Rural,1.38,15.18
17,No,,Business,1.50,12.65
18,No,5,Residential,1.33,12.18
12,No,7,Rural,1.40,13.53
10,No,7,Business,1.29,12.65
14,No,4,Residential,0.93,10.62
14,,6,Business,,14.23
12,Yes,5,Residential,1.36,12.58
16,No,3,Business,1.15,10.75
11,,3,Business,1.18,9.01
8,No,2,Rural,1.31,9.20
,Yes,6,Business,1.21,12.81
17,Yes,11,Airport,1.20,18.25
15,Yes,4,Business,1.40,12.72
10,No,2,Airport,1.14,10.15
18,No,1,Residential,1.24,8.74
12,Yes,9,Rural,1.16,15.87
24,No,4,Residential,1.00,11.97
12,Yes,5,Business,1.22,12.84
15,,7,Residential,0.98,13.03
17,No,4,Residential,1.08,11.71
28,Yes,6,Business,1.66,15.99
20,Yes,3,Business,1.20,11.83
17,No,2,Business,1.08,10.33
20,No,8,Business,0.91,14.40
11,Yes,4,Rural,1.34,11.27
16,No,6,Business,1.22,12.24
16,Yes,3,Residential,0.80,10.96
11,Yes,7,Rural,1.08,14.01
18,No,8,Residential,1.05,13.92
11,No,5,,,12.93
10,Yes,6,Residential,,12.68
16,No,7,Rural,1.57,14.68
15,Yes,6,Residential,1.16,13.42
14,No,6,Airport,1.38,14.22
12,No,2,Rural,1.22,9.55
13,No,6,Residential,1.18,12.50
3,No,4,,1.36,9.14
17,No,7,Business,1.21,14.20
7,No,3,Airport,1.42,10.59
18,Yes,2,Airport,1.04,12.27
18,No,10,Residential,1.06,15.39
16,No,6,Residential,1.37,12.81
14,No,1,Rural,1.07,10.08
12,No,6,Business,1.05,11.74
13,No,4,Residential,1.24,11.33
17,No,6,Residential,0.98,12.71
22,No,7,,1.03,14.08
16,Yes,7,Rural,,15.51
8,Yes,7,Rural,1.23,13.09
17,Yes,5,Business,0.94,12.80
11,No,7,Residential,,13.38
15,Yes,4,,1.32,14.21
23,Yes,5,Business,1.01,14.43
25,No,3,Rural,0.80,11.99
14,No,3,Business,1.26,10.59
19,,6,Business,1.14,12.69
24,Yes,,Business,1.06,13.42
22,No,6,Residential,1.24,13.89
13,,6,Residential,1.19,12.93
23,Yes,3,Airport,0.80,13.62
10,No,2,Rural,1.20,10.58
22,No,11,Business,1.03,17.26
9,No,2,Airport,1.21,10.25
,No,3,Rural,,10.06
17,No,6,Rural,1.21,13.18
5,No,4,Airport,1.15,11.14
13,,6,Rural,1.03,12.72
18,No,6,Business,1.26,13.27
25,Yes,4,Rural,1.00,14.46
10,Yes,7,Rural,0.99,14.57
13,No,1,Rural,,9.30
17,,7,Airport,1.17,15.52
22,No,5,Rural,0.80,12.93
12,Yes,8,Business,1.09,14.47
16,Yes,4,Residential,0.93,11.67
12,No,7,Rural,,14.47
13,Yes,5,Business,0.97,12.43
10,No,7,Business,1.34,13.36
22,Yes,8,Airport,1.09,17.23
20,No,,Business,1.13,14.70
19,No,5,Business,1.13,13.27
15,No,1,Business,1.63,10.57
10,No,5,,1.02,9.95
13,Yes,2,Residential,1.08,10.26
6,No,6,,1.44,11.84
3,No,,Business,1.37,11.09
11,No,6,Business,1.03,12.43
21,No,9,Residential,0.85,15.56
18,Yes,5,Business,1.33,13.70
22,No,8,Business,1.55,16.17
4,No,6,Business,1.25,11.85
14,,4,Business,1.01,12.15
20,,2,Rural,1.08,10.48
14,No,5,Business,1.25,11.65
20,Yes,7,Business,1.25,14.24
12,No,6,Business,1.20,11.96
11,No,5,Business,1.29,11.87
5,No,1,Business,,7.14
12,No,3,Business,0.82,10.11
19,No,15,Airport,1.12,26.32
10,Yes,10,,0.96,15.69
22,No,3,Residential,,10.86
18,,6,Business,0.95,13.08
14,Yes,5,Residential,0.91,11.91
6,No,4,Business,1.51,11.47
