area_sqft,has_elevator,bedrooms,Location,building_age,monthly_rent
696,No,3,Suburb,21,1533
1052,Yes,3,,0,2499
1632,Yes,3,Suburb,22,2433
892,No,3,Downtown,13,2217
578,No,3,Old Town,31,1323
1914,No,2,Downtown,10,2815
1044,Yes,1,Old Town,24,1193
1785,Yes,2,Old Town,13,2284
768,Yes,2,Downtown,3,1848
1694,No,4,Uptown,17,2785
1599,Yes,3,Old Town,24,2170
1593,No,4,Suburb,16,2781
1476,Yes,2,Uptown,18,2388
1687,Yes,3,Suburb,21,2773
1162,No,3,Downtown,23,2249
1123,Yes,2,Downtown,10,2247
1556,No,,Uptown,33,1966
1991,No,1,Downtown,12,2695
2544,Yes,3,Uptown,22,3555
1303,Yes,4,Downtown,31,2532
883,Yes,,Suburb,10,1956
1170,Yes,,Downtown,22,2380
891,No,4,Downtown,12,2264
1203,No,2,Uptown,8,2184
1208,Yes,3,Suburb,30,1877
1352,Yes,2,Uptown,18,2253
1395,Yes,3,Suburb,16,2314
1364,No,2,Uptown,15,2100
581,Yes,4,Uptown,14,2297
882,Yes,4,Downtown,3,2520
756,No,,Uptown,29,1325
1513,Yes,5,Downtown,24,3142
351,Yes,3,,0,1664
1794,Yes,3,Downtown,19,3016
1502,Yes,3,Downtown,23,2790
1321,No,3,Suburb,20,2237
725,Yes,1,Uptown,24,1366
1197,Yes,3,Old Town,27,1995
,No,2,Downtown,17,1615
1608,Yes,5,Uptown,20,2971
1225,Yes,1,Uptown,12,1812
1930,,2,Suburb,39,2304
1889,Yes,2,Suburb,35,2327
1331,Yes,3,Downtown,12,2566
1593,No,2,Uptown,18,2523
1964,No,2,Suburb,11,2583
549,Yes,1,Suburb,,1075
1103,No,2,Uptown,22,1950
1167,No,3,Uptown,18,2387
1580,No,3,Downtown,26,2521
1331,No,2,Old Town,12,1814
1299,Yes,2,Downtown,14,2383
610,Yes,2,Suburb,11,1488
891,No,2,Old Town,28,1234
1507,Yes,2,Downtown,11,2563
1207,Yes,3,Downtown,10,2741
1045,Yes,3,Uptown,26,2144
1107,No,2,Uptown,0,2069
1629,Yes,1,Downtown,20,2253
1432,No,4,Uptown,21,2522
942,Yes,2,,23,1463
2097,,2,Downtown,7,2928
1224,Yes,3,Downtown,25,2461
903,Yes,2,Uptown,0,1866
876,No,4,Suburb,14,1972
1456,No,2,Uptown,16,2065
1651,No,1,Uptown,32,2143
1810,No,2,Downtown,17,2685
1595,No,2,Downtown,32,2472
1401,No,2,Suburb,23,1800
751,Yes,2,Old Town,41,1086
1649,No,3,Downtown,14,2614
1344,No,,Downtown,16,2491
1576,Yes,1,Downtown,29,2288
1329,No,2,Uptown,27,1992
1149,No,3,Uptown,26,1970
1181,No,3,Uptown,24,2159
1356,No,4,Downtown,18,2409
1160,No,1,Old Town,5,1385
565,Yes,2,Suburb,6,1508
2108,Yes,3,Suburb,22,2838
824,No,1,Uptown,7,1471
391,Yes,3,Old Town,24,972
989,No,1,Downtown,16,1742
706,Yes,1,Downtown,29,1403
2520,No,1,Downtown,24,2847
1128,Yes,2,,12,2045
1632,Yes,1,Suburb,26,2024
1267,Yes,3,Downtown,24,2716
250,No,3,Downtown,19,1512
1670,Yes,2,Uptown,26,2452
673,No,1,Old Town,12,1109
1416,No,1,Downtown,13,2000
540,Yes,,Suburb,10,1543
1292,Yes,1,Downtown,0,2430
1138,Yes,2,Downtown,6,2124
1103,No,3,Downtown,15,2406
1190,No,1,Downtown,17,1873
934,Yes,3,Uptown,26,1800
250,No,2,Old Town,5,871
1539,No,6,Old Town,10,2813
1713,Yes,2,Downtown,,2803
1335,No,1,Old Town,17,1411
534,No,2,Downtown,24,1291
1008,Yes,1,Downtown,4,1942
1302,Yes,4,Uptown,33,2402
739,Yes,4,Uptown,,2022
1466,No,2,Old Town,32,1879
1611,No,3,Downtown,25,2689
872,No,3,Old Town,7,1541
1743,Yes,2,Old Town,,2539
951,Yes,1,,0,1423
,No,3,Old Town,7,1737
1193,Yes,3,Downtown,16,2437
1730,No,,Suburb,12,3140
1102,No,2,Downtown,7,2295
1808,Yes,3,Suburb,13,2788
816,Yes,3,Downtown,11,1985
,No,2,Suburb,,2625
581,No,,Old Town,19,1183
1456,No,2,Downtown,2,2404
1019,Yes,1,Downtown,25,1766
,No,4,Suburb,17,1279
1395,Yes,2,Suburb,21,2176
1470,Yes,3,Old Town,16,2392
1662,No,3,Uptown,14,2316
982,Yes,3,Uptown,2,2313
1257,No,3,Downtown,42,2092
1558,No,4,Downtown,24,2741
1117,Yes,4,Downtown,17,2575
959,Yes,3,Uptown,,1888
1281,Yes,3,Downtown,16,2546
,Yes,3,Uptown,,2967
958,No,3,Suburb,8,1919
1106,Yes,4,,32,2689
749,No,2,Downtown,16,1761
1260,No,4,Downtown,26,2696
1666,No,3,Uptown,25,2606
,Yes,2,Uptown,16,1513
1080,Yes,3,Downtown,17,2421
,No,3,Downtown,12,2603
981,Yes,3,Downtown,19,2054
914,Yes,3,Old Town,26,1623
940,No,3,Old Town,27,1195
1492,Yes,3,Downtown,5,2731
1264,No,3,Uptown,15,2424
1704,Yes,4,Downtown,8,3253
1008,No,3,Downtown,30,2076
1243,No,4,Downtown,18,2802
1164,Yes,2,Uptown,21,1896
1394,Yes,1,Downtown,18,2282
494,No,3,Old Town,,1266
1219,No,2,Old Town,35,1616
1405,Yes,4,Old Town,29,2168
250,Yes,1,Old Town,21,613
956,Yes,2,Suburb,9,1966
1194,Yes,1,Downtown,15,1842
1425,No,3,Old Town,20,2034
1801,Yes,1,Downtown,15,2561
2219,Yes,3,Uptown,10,3161
1281,No,4,Downtown,17,2823
1495,Yes,2,Uptown,14,2329
1119,Yes,4,Old Town,3,2160
1546,No,4,Suburb,3,2489
1154,No,3,Uptown,19,2510
2104,No,1,Suburb,18,2294
1868,Yes,4,Uptown,24,3079
1284,No,2,Suburb,29,1939
1052,Yes,3,Downtown,3,2406
1296,Yes,3,Suburb,11,2154
1016,Yes,2,Downtown,3,2171
1300,Yes,2,Uptown,34,2050
687,Yes,5,Old Town,17,1832
1853,No,1,Suburb,4,2356
951,Yes,,,19,1838
1506,Yes,4,Downtown,8,3220
250,Yes,2,Suburb,26,979
,Yes,4,Suburb,11,2006
2018,No,3,Old Town,15,2446
,No,4,Uptown,4,2590
1958,Yes,4,Uptown,13,3384
1195,No,3,Suburb,15,1943
1068,No,1,Suburb,,1315
1654,Yes,1,Downtown,35,2136
1286,No,3,Downtown,0,2503
1152,Yes,2,Uptown,23,2018
1997,Yes,2,Uptown,12,2755
1975,No,3,Downtown,15,2882
1860,No,1,Uptown,10,2292
1021,No,2,Downtown,12,1906
250,Yes,1,Uptown,3,871
911,Yes,1,Suburb,26,1270
1124,No,3,Downtown,14,2235
834,No,3,Old Town,34,1561
982,,1,Uptown,26,1354
1563,No,3,Old Town,25,2063
657,No,1,Downtown,40,1336
,No,2,Uptown,13,1647
1031,No,4,Uptown,25,2150
1186,No,1,Suburb,2,1651
,Yes,3,Old Town,22,2616
1006,Yes,3,Downtown,,2384
1836,No,2,Uptown,26,2391
1200,,2,Uptown,11,2178
1446,Yes,1,Uptown,21,2196
1633,No,3,Suburb,13,2651
2293,,2,Uptown,14,2974
858,No,2,,15,1807
1404,Yes,1,Suburb,19,1912
1560,No,5,Downtown,20,3290
634,Yes,4,Downtown,29,2142
488,Yes,3,Downtown,28,1720
414,No,3,Downtown,17,1595
286,Yes,4,Uptown,24,1706
887,No,2,Downtown,20,1851
1529,No,1,Old Town,,2076
942,Yes,4,Uptown,17,2074
1093,No,4,Downtown,23,2506
1021,Yes,2,Downtown,27,1965
1600,No,3,Uptown,21,2636
1511,Yes,3,,26,2321
1357,No,3,Downtown,27,2318
1888,Yes,3,Suburb,24,2919
1090,No,2,Uptown,17,1909
1471,No,1,Suburb,17,1579
1017,Yes,2,Uptown,12,2291
696,Yes,3,Downtown,23,1772
1438,No,3,Suburb,5,2288
1212,Yes,2,Downtown,33,2220
1109,No,,Suburb,17,2118
1327,No,3,Downtown,,2397
1287,No,3,Uptown,26,2003
1134,Yes,2,Downtown,12,2199
327,No,2,Old Town,20,705
848,No,3,Downtown,9,2015
1140,No,3,Uptown,12,1993
1306,No,2,Uptown,,1947
1308,No,2,Uptown,16,2012
748,No,1,Old Town,23,976
1059,No,1,Uptown,18,1950
250,No,2,Downtown,17,1279
1359,Yes,2,Downtown,12,2669
1613,Yes,3,Suburb,7,2436
1776,Yes,4,Suburb,22,2936
689,Yes,2,Uptown,19,1646
715,Yes,1,Old Town,13,959
1660,Yes,4,Suburb,15,2720
1737,Yes,3,,29,2775
1067,Yes,2,Suburb,25,1761
1269,Yes,1,Uptown,20,1850
1460,No,5,Old Town,11,2490
619,No,2,Suburb,22,1164
1458,No,3,Old Town,12,1847
1645,Yes,2,Uptown,15,2331
1098,Yes,1,Old Town,30,1374
1982,Yes,4,Old Town,8,3098
,No,2,Downtown,13,2027
438,No,2,Suburb,24,968
1156,No,3,Downtown,,2273
589,No,3,Uptown,,1645
1406,,4,Downtown,15,2765
1684,Yes,2,,,2413
680,No,3,Downtown,31,1681
1552,No,2,Old Town,13,1916
1479,,2,Suburb,17,2025
869,No,2,Downtown,20,1747
1116,Yes,2,Suburb,26,1751
1262,No,4,Uptown,14,2250
1264,No,2,Suburb,15,1838
1029,Yes,,Suburb,49,1542
898,Yes,3,Downtown,28,2324
652,No,3,Suburb,23,1353
775,No,1,Downtown,13,1513
933,No,2,,20,1943
1577,No,,Suburb,17,1675
401,Yes,3,Downtown,14,1827
1152,Yes,3,Uptown,12,2360
1840,Yes,3,Downtown,11,3194
250,No,5,Uptown,18,1957
1344,No,3,Uptown,7,2345
1022,Yes,3,Old Town,0,1784
1208,Yes,3,Suburb,10,2266
1162,Yes,2,,18,2389
1755,No,5,Uptown,6,3231
1003,No,4,Old Town,3,2206
1074,Yes,2,Downtown,8,2152
1023,Yes,1,Suburb,20,1646
1410,No,3,Downtown,20,2367
,No,2,Downtown,10,1958
,Yes,3,Uptown,11,2349
1563,No,3,Uptown,18,2453
1143,,1,Uptown,19,1579
822,Yes,2,Old Town,14,1602
250,No,3,Downtown,28,1391
1793,Yes,1,Uptown,15,2564
1494,No,4,Downtown,27,2612
766,No,2,Uptown,27,1468
1093,No,2,Uptown,3,1967
2071,No,4,,25,3299
805,,1,Uptown,26,1234
1663,No,2,Downtown,25,2585
1946,No,1,Old Town,5,2264
1051,No,3,Uptown,14,1938
705,No,3,Suburb,14,1609
1304,,3,Uptown,31,2253
1084,No,2,Uptown,,1728
1313,Yes,2,Suburb,12,1839
,Yes,2,Downtown,15,1979
934,,2,Uptown,,1638
1462,Yes,3,,17,2110
305,Yes,2,,,1264
1323,Yes,3,Suburb,1,2391
922,,2,Downtown,3,2059
,No,4,Suburb,11,2180
451,Yes,3,Suburb,18,1627
2062,No,2,Uptown,19,2765
1283,No,3,Suburb,10,2185
1649,Yes,3,Suburb,23,2565
713,No,2,Suburb,19,1357
908,Yes,2,Old Town,29,1447
1234,No,3,Uptown,17,2318
1200,No,2,Suburb,14,2006
1365,No,1,Old Town,26,1524
1163,No,2,Old Town,,1420
1156,No,4,Downtown,4,2563
1242,Yes,3,Old Town,28,1746
1142,Yes,1,Old Town,6,1563
1038,No,2,Old Town,31,1503
947,Yes,2,Old Town,2,1752
1610,No,1,Old Town,24,1828
786,Yes,1,Downtown,23,1477
638,No,1,Suburb,17,900
1198,No,2,Uptown,24,2017
1432,No,3,Downtown,25,2605
2777,Yes,1,Downtown,23,3289
900,Yes,4,Downtown,10,2579
1249,No,1,Suburb,10,1678
1022,Yes,3,Uptown,24,2054
1220,,3,Old Town,7,1995
1474,No,,Downtown,0,2357
842,,,Downtown,13,2000
1362,No,3,Suburb,10,2224
832,No,1,Downtown,,1729
1004,Yes,4,Downtown,21,2520
1570,Yes,1,Downtown,29,2054
1034,Yes,,Suburb,29,1959
1136,No,3,Downtown,25,2373
1678,No,2,Downtown,8,2641
2166,Yes,3,Uptown,26,3123
1672,Yes,2,Old Town,38,1907
,Yes,3,Uptown,18,2205
831,Yes,3,Downtown,,1895
860,,1,Suburb,15,1387
,Yes,3,Uptown,0,2015
890,No,2,Old Town,12,1314
1183,No,3,Old Town,31,1669
1101,No,2,Old Town,15,1535
1085,,3,Uptown,27,2113
1402,No,1,Downtown,31,1912
1425,No,1,Downtown,13,2186
1293,No,4,Suburb,13,2588
1448,No,3,Uptown,14,2337
2506,No,1,Uptown,7,3235
1455,No,1,Downtown,17,2174
1679,No,2,Uptown,3,2522
1563,Yes,2,,0,2460
1067,No,2,Uptown,22,1956
1621,Yes,4,Downtown,13,3004
896,,5,Uptown,12,2226
674,No,2,Old Town,26,1458
1697,Yes,3,Old Town,20,2542
2154,,2,Downtown,7,2992
1010,Yes,2,Suburb,21,1585
1476,No,,Downtown,29,2297
580,Yes,3,Downtown,27,1622
2045,No,4,Uptown,28,2845
1080,No,2,Uptown,18,1784
1315,Yes,2,Downtown,15,2251
1088,No,1,Old Town,27,1334
,Yes,2,,35,1919
515,Yes,3,Suburb,16,1617
816,No,2,Downtown,13,1877
1207,No,3,Downtown,33,2415
1372,Yes,3,Downtown,,2610
1672,No,1,Uptown,15,2115
,Yes,1,Old Town,,1459
2267,No,2,Downtown,24,3106
1446,,2,Suburb,18,2056
1509,No,4,Downtown,14,2791
884,No,,Downtown,17,2031
1690,Yes,3,Downtown,16,2807
1450,,,Downtown,14,2433
,Yes,3,,21,3223
589,,2,Uptown,19,1572
250,No,3,Downtown,21,1510
1242,No,4,Uptown,27,2426
1524,Yes,3,Uptown,7,2835
1629,Yes,2,Downtown,,2748
1235,Yes,1,Old Town,10,1686
2183,Yes,1,Suburb,18,2607
1142,No,3,Suburb,19,1988
1185,No,2,Downtown,12,2038
1360,,1,Downtown,17,2170
752,Yes,3,Uptown,11,2025
1209,No,4,Old Town,,2112
933,Yes,1,Suburb,,1458
1475,Yes,4,Uptown,23,2874
1107,No,2,Uptown,3,1866
1149,Yes,3,,27,2157
1059,No,1,Downtown,18,1629
1383,Yes,3,Uptown,10,2625
1819,Yes,1,Downtown,16,2522
844,Yes,1,Suburb,9,1471
1219,No,3,Downtown,32,2103
1558,Yes,1,,14,2504
1381,No,2,Suburb,8,2082
1869,Yes,1,Old Town,42,1979
313,Yes,,Suburb,17,1227
923,No,3,Old Town,24,1417
1164,Yes,2,Old Town,19,1484
1440,Yes,3,Downtown,20,2606
1104,Yes,2,Suburb,25,1693
1069,Yes,3,Suburb,26,2158
1149,No,3,Downtown,11,2007
1061,Yes,4,Downtown,17,2563
1782,No,2,Suburb,18,2202
1374,Yes,2,Uptown,,2269
1136,No,3,Suburb,30,2104
1353,Yes,4,Suburb,29,2442
632,Yes,3,Uptown,0,1773
951,No,2,Uptown,25,1422
960,No,1,Uptown,23,1475
1711,No,2,Downtown,23,2435
1830,Yes,2,Downtown,22,2680
909,No,1,Uptown,14,1217
1757,No,3,,32,2525
1310,Yes,3,Downtown,0,2905
2209,,4,,0,3404
972,Yes,2,Old Town,7,1455
1093,Yes,1,Downtown,21,1822
1135,No,2,Downtown,11,1924
575,No,2,Suburb,19,966
1105,Yes,3,Old Town,11,2179
,Yes,2,Old Town,9,2099
637,No,3,Downtown,22,1689
989,No,3,Downtown,23,2017
1011,No,5,Uptown,,2282
598,Yes,3,,,1542
1744,Yes,2,Downtown,14,2577
,Yes,2,Suburb,14,1753
449,No,3,Downtown,0,1880
1481,Yes,3,Downtown,23,2707
884,No,3,Uptown,19,1783
601,Yes,2,Downtown,17,1521
1158,Yes,4,Downtown,19,2632
1984,,2,Suburb,9,2533
1189,,2,Uptown,0,2073
921,Yes,4,Downtown,16,2534
1514,No,,Suburb,15,2837
847,Yes,4,Downtown,20,2266
1893,No,1,Suburb,19,2150
1162,Yes,4,Old Town,19,2235
1500,No,2,Uptown,12,2423
433,Yes,2,Uptown,36,1172
1214,No,3,Old Town,28,1679
706,Yes,,Suburb,9,1325
1064,No,2,Suburb,30,1635
1294,No,2,Downtown,22,2004
,Yes,3,Suburb,,1991
983,No,2,,29,1759
1828,,3,Suburb,,2817
250,Yes,2,Downtown,14,1418
1542,No,2,Downtown,16,2344
1096,Yes,1,Suburb,19,1646
898,No,3,Downtown,16,1987
953,No,3,Suburb,27,1834
1315,No,3,Suburb,33,2551
1425,Yes,3,Uptown,15,2307
919,Yes,3,Downtown,4,2251
1320,Yes,2,Suburb,14,1923
290,Yes,2,Old Town,10,1066
1633,No,4,Uptown,13,2890
1296,No,3,,6,2413
544,Yes,4,Suburb,22,1496
1703,No,,Downtown,5,2578
1360,Yes,,Uptown,8,2052
1292,No,2,Uptown,32,1925
819,No,1,Old Town,5,1106
663,No,2,Suburb,7,1341
835,Yes,,Uptown,32,1664
,Yes,2,Uptown,17,3202
1027,Yes,3,Downtown,8,2448
1500,Yes,2,,9,2651
1538,Yes,3,Downtown,42,2505
2000,Yes,3,Downtown,25,3150
1418,Yes,1,Old Town,21,1569
642,Yes,2,Uptown,26,1745
1023,No,3,Downtown,15,2054
855,No,2,Uptown,19,1425
1397,No,4,Downtown,22,2889
1562,,4,Suburb,13,2506
1566,No,,Downtown,19,2334
1582,Yes,2,Old Town,32,2057
2195,Yes,,Suburb,8,3046
1658,No,4,Uptown,13,2969
545,Yes,3,Uptown,12,1506
899,,3,Old Town,25,1498
1980,No,3,Uptown,28,2957
1006,Yes,3,Suburb,5,2085
1320,Yes,3,Old Town,15,2058
952,No,3,Downtown,,2352
612,No,2,Old Town,,1092
1350,No,2,Old Town,18,1681
1741,Yes,2,Downtown,26,2435
1108,Yes,4,Downtown,35,2451
250,Yes,3,Uptown,0,1489
1123,Yes,3,Downtown,0,2509
1091,Yes,4,Suburb,18,2510
1196,No,1,Downtown,22,1701
946,No,2,Old Town,10,1269
502,Yes,3,Uptown,19,1654
840,Yes,2,Suburb,21,1625
768,Yes,3,Suburb,,1966
1561,Yes,3,Suburb,21,2484
1215,,3,Suburb,24,2122
,Yes,1,,18,2437
1046,No,3,Uptown,4,2234
946,Yes,2,Uptown,9,1974
1037,No,2,Downtown,22,2226
834,Yes,3,Downtown,34,1820
1459,No,1,Downtown,22,1811
377,Yes,2,Old Town,16,1025
1062,Yes,1,Uptown,20,1449
1027,No,2,Suburb,,1528
1075,Yes,1,Suburb,21,1552
1388,Yes,4,Downtown,22,2793
413,No,2,Uptown,4,1246
1379,Yes,2,Uptown,29,2262
1275,Yes,5,,34,3048
1395,Yes,2,Old Town,7,2125
1419,No,3,Suburb,12,2510
1094,No,1,Uptown,25,1654
1266,Yes,1,Old Town,15,1696
1814,No,2,Uptown,8,2531
413,,2,Old Town,4,1066
1854,Yes,2,,17,2558
,No,2,Uptown,7,2999
1594,Yes,2,Uptown,23,2358
1104,,1,,18,1875
1206,,3,Downtown,34,2390
1667,No,2,,29,2493
1557,Yes,2,Downtown,18,2568
1371,No,4,Downtown,,2574
745,Yes,3,Downtown,12,1937
1867,Yes,2,Suburb,11,2484
1499,No,2,Uptown,29,2117
1409,No,1,Downtown,35,1750
1682,No,1,Suburb,28,2079
1157,No,3,Downtown,7,2592
1377,Yes,4,Downtown,7,3046
972,Yes,2,Old Town,24,1406
1113,Yes,2,Suburb,10,1824
1476,No,2,Downtown,10,2549
1244,No,3,Uptown,17,2310
1282,Yes,1,Uptown,12,2284
1110,Yes,1,Suburb,35,1398
384,No,5,Suburb,33,1815
1785,No,1,Suburb,33,1914
836,No,4,Downtown,15,2172
1604,Yes,3,Downtown,34,2636
1213,Yes,2,Downtown,17,2422
1404,No,3,Suburb,25,2075
1110,No,4,Downtown,25,2573
1034,No,3,Downtown,12,2186
767,No,3,Suburb,25,1625
1792,No,4,Downtown,16,3174
1543,Yes,3,Downtown,23,2818
1416,Yes,1,Suburb,11,1827
1549,Yes,1,Uptown,23,2271
1399,No,3,Uptown,24,2192
694,Yes,2,Downtown,25,1747
1476,No,3,Downtown,37,2546
1018,No,3,Downtown,31,2047
1440,Yes,4,Uptown,12,2889
919,No,2,Suburb,11,1498
272,No,2,Suburb,28,784
1000,No,1,Uptown,32,1316
990,Yes,2,Suburb,0,1985
1837,No,1,Downtown,22,2390
1545,Yes,3,Old Town,1,2322
2550,No,2,Downtown,23,3317
1248,No,2,Downtown,27,2155
1160,Yes,,Uptown,19,2253
1144,No,2,Uptown,,2053
1213,Yes,3,Downtown,16,2411
2525,No,5,Uptown,24,2961
914,Yes,3,Uptown,23,2028
1119,Yes,1,,27,2128
948,Yes,3,Suburb,22,1861
1220,No,2,Suburb,8,1979
3970,No,4,Suburb,2,4158
1751,No,,Uptown,10,2739
2602,No,4,Downtown,17,4060
1288,No,2,Suburb,32,1706
1810,Yes,3,Downtown,26,2771
1105,No,1,Suburb,,1419
1468,No,5,Suburb,24,2817
1123,Yes,1,,29,1888
2214,No,3,Suburb,1,3100
1196,No,3,Uptown,5,2246
950,No,2,Downtown,31,1947
1355,No,3,Downtown,20,2488
1015,Yes,3,Uptown,17,2028
2164,No,,Downtown,1,2863
1386,No,4,Suburb,24,2593
2166,Yes,2,Downtown,16,3042
1339,Yes,2,Uptown,0,2421
1340,Yes,2,Old Town,24,1984
1355,No,1,Downtown,17,2079
1353,No,4,,16,2389
1532,Yes,2,Downtown,25,2565
1458,No,3,Downtown,12,2502
897,No,3,Suburb,7,1867
1255,Yes,4,Downtown,12,2861
1111,No,1,Uptown,26,1430
1015,No,2,Old Town,8,1479
527,Yes,3,Uptown,19,1807
627,No,4,Uptown,27,1654
1075,No,2,Uptown,,1564
1091,Yes,1,Downtown,13,1946
1871,No,3,Old Town,23,2431
970,No,3,Downtown,18,2171
554,No,2,Suburb,16,1188
654,Yes,1,Suburb,12,1086
1179,No,1,Downtown,19,1855
1580,No,3,,25,2434
1663,Yes,4,Downtown,13,3147
1142,,4,Downtown,16,2385
2107,No,2,,26,2342
988,Yes,,Old Town,17,1913
679,Yes,4,Uptown,17,2079
1031,Yes,3,Uptown,6,2130
1392,No,6,Suburb,19,2661
1036,No,3,Suburb,23,2026
1100,Yes,1,,15,1684
1942,No,1,Old Town,20,2063
759,No,,Downtown,14,1816
2129,No,2,Downtown,4,3102
1370,No,1,,0,1908
2083,No,3,Old Town,26,2595
1610,No,3,Old Town,35,2053
966,,4,Uptown,30,2130
1068,Yes,3,,11,2382
1146,Yes,2,Suburb,,1841
1052,No,4,Suburb,13,2320
1932,Yes,4,Uptown,11,3293
1049,Yes,3,Suburb,30,1925
367,Yes,3,Suburb,11,1823
1102,No,3,Old Town,16,1577
1104,No,5,Suburb,15,2350
1097,Yes,1,,12,1788
1238,Yes,3,Downtown,32,2233
1328,Yes,2,Uptown,31,2231
1894,Yes,3,Old Town,,2459
1452,No,3,Downtown,22,2434
250,Yes,3,Downtown,17,1562
700,,3,Old Town,12,1294
1049,No,2,Old Town,15,1695
1513,No,3,Old Town,20,2053
1357,Yes,3,Old Town,19,2097
732,Yes,2,Uptown,23,1703
1493,No,3,Uptown,,2569
1474,Yes,3,Downtown,5,2829
1694,No,3,Old Town,17,2139
986,Yes,4,Uptown,16,2302
1525,No,2,Downtown,26,2442
1323,Yes,2,Uptown,0,2153
515,Yes,3,Downtown,34,1783
1580,No,2,Uptown,18,2269
1232,No,1,Downtown,21,1867
1488,No,3,Uptown,1,2595
250,Yes,4,Old Town,15,1366
1135,No,2,Suburb,8,1838
921,Yes,2,Downtown,27,1777
1737,Yes,1,Uptown,,2305
1084,No,3,Uptown,17,2102
1225,,3,Uptown,,2344
1110,Yes,2,,9,2012
1376,No,2,Downtown,25,2304
1216,No,1,Uptown,9,1831
959,Yes,3,Suburb,20,1909
1428,No,1,Uptown,13,1886
1198,No,3,Uptown,22,2338
1008,Yes,3,Uptown,26,1955
1025,Yes,2,Suburb,19,1842
1578,No,4,Downtown,26,2718
1359,Yes,1,Old Town,26,1661
600,No,4,Suburb,21,1668
1185,No,3,Uptown,20,1999
1895,Yes,2,Uptown,11,3072
,No,,Downtown,12,1772
1266,Yes,3,Downtown,,2743
,Yes,2,Suburb,11,1551
1027,No,4,Downtown,14,2670
1119,No,,Downtown,24,2538
1476,Yes,2,Downtown,27,2334
965,Yes,,,,2158
1892,Yes,1,Suburb,17,2270
752,No,4,Old Town,25,1634
1339,No,3,Suburb,14,2066
530,Yes,2,Uptown,24,1740
1263,Yes,1,Suburb,23,1551
1690,Yes,3,Suburb,17,2857
1353,No,,Old Town,13,1880
,No,4,Old Town,8,1829
2114,Yes,3,Downtown,4,3430
,Yes,4,Uptown,19,2970
1052,No,4,Downtown,4,2478
1250,No,2,Downtown,24,2057
1278,Yes,1,Uptown,26,1865
505,No,4,Downtown,26,1605
873,No,1,Old Town,13,1072
1210,Yes,2,Old Town,28,1565
,Yes,3,Downtown,0,3031
903,No,4,Uptown,12,1999
1110,Yes,3,Downtown,0,2534
1617,Yes,2,Downtown,21,2477
1502,Yes,,Downtown,12,2552
1837,Yes,4,Downtown,9,3099
1533,No,3,Downtown,3,2628
1349,Yes,1,,,2234
1353,No,,Downtown,16,2287
,Yes,,Downtown,11,3133
920,No,2,Uptown,22,1596
1544,No,3,Uptown,12,2524
1006,No,3,Downtown,,2055
1038,No,3,Downtown,5,2276
1304,No,4,Suburb,32,2272
1205,Yes,2,Uptown,34,1912
947,Yes,3,Downtown,12,2318
1131,Yes,2,,30,1940
1179,Yes,3,Downtown,13,2392
,No,3,Downtown,22,2513
1209,No,2,Downtown,0,2235
1389,No,3,Downtown,12,2554
1365,Yes,1,Uptown,25,1969
943,No,2,Suburb,34,1328
1363,No,2,Uptown,17,1936
250,Yes,2,Old Town,6,890
2069,Yes,3,Suburb,21,2943
2178,No,3,Uptown,5,3173
1291,Yes,5,Downtown,9,3054
,Yes,3,Uptown,14,2235
1423,Yes,2,Downtown,22,2454
609,Yes,3,Uptown,9,1835
,No,3,Uptown,14,2778
1438,Yes,4,Downtown,19,2947
886,Yes,2,Uptown,24,1882
667,Yes,2,Uptown,5,1677
250,No,3,Suburb,13,999
1404,No,2,Old Town,19,1851
,Yes,4,Downtown,20,2275
1021,No,1,Suburb,21,1493
1183,Yes,3,Downtown,20,2652
962,No,5,Uptown,15,2300
583,Yes,3,Old Town,27,1411
1220,Yes,3,Downtown,24,2570
1211,No,,Downtown,29,2065
1140,Yes,1,Uptown,12,1993
1972,No,,Uptown,7,2313
2054,No,3,Old Town,15,2748
1122,Yes,2,Uptown,18,2220
1582,No,1,Uptown,20,2282
990,Yes,4,Uptown,1,2489
529,No,2,Suburb,10,1409
1374,Yes,3,Suburb,11,2212
572,Yes,3,Downtown,20,1928
1691,Yes,3,Downtown,6,3099
1176,No,3,Old Town,22,1791
1060,No,2,Downtown,6,2103
750,Yes,1,Downtown,11,1544
1195,No,2,Downtown,8,2282
1025,No,2,Uptown,19,1912
481,Yes,,Downtown,24,1620
1096,No,2,Uptown,35,1599
1194,Yes,3,Old Town,20,1828
1412,Yes,3,Suburb,16,2322
963,Yes,1,Suburb,13,1501
1150,No,3,Downtown,19,2458
993,No,3,,38,1989
987,No,2,Uptown,10,1748
1029,No,1,Uptown,33,1514
1315,Yes,1,Uptown,24,1916
1042,Yes,2,Uptown,11,1901
1053,No,3,Suburb,18,1861
1644,Yes,3,Uptown,2,2820
1216,Yes,2,Suburb,22,1879
1591,Yes,4,Downtown,7,3060
494,Yes,4,Downtown,18,2022
1932,Yes,2,Suburb,17,2539
1336,Yes,2,,21,2400
,Yes,2,Suburb,14,1731
1536,No,3,Suburb,21,2163
1920,Yes,,Downtown,14,2888
812,No,4,Uptown,15,2072
310,No,1,Suburb,22,697
1298,Yes,2,Old Town,5,1933
490,No,3,Old Town,19,1013
743,Yes,2,Suburb,11,1387
2125,Yes,2,Downtown,12,3110
701,Yes,4,Downtown,5,2374
601,Yes,4,Uptown,4,2031
